item,ROI,coef,mean,lower,upper,region
1,0,GPE_MVRR,67.28707928176267,35.01641919178327,99.22328081868072,critical
1,0,GPE_NPS,95.55630541694552,55.582740294467165,136.68484891895113,critical
1,0,GPE_NPZ,149.5586865234983,101.68510833085557,199.19801797930327,critical
1,1,GPE_MVRR,190.16752501149182,153.47657762602523,225.75423056860592,critical+1
1,1,GPE_NPS,60.22903022657659,16.378130892360506,104.15745999028684,critical+1
1,1,GPE_NPZ,166.5388868199222,110.86504087672637,221.8582274103985,critical+1
1,2,GPE_MVRR,167.84218536729097,139.163271901203,196.5369385930948,critical+2
1,2,GPE_NPS,81.322297598412,48.69002374783136,114.24812024573552,critical+2
1,2,GPE_NPZ,109.50377673252241,67.68215066486958,150.4898114457872,critical+2
2,0,GPE_MVRR,33.68641384999782,1.7097125972322325,65.77167822971255,critical
2,0,GPE_NPS,32.05328766943499,-13.024013533955792,77.38606466281134,critical
2,0,GPE_NPZ,71.40125429006248,25.23209960156098,115.05023527453909,critical
2,1,GPE_MVRR,208.69435869215442,172.91009238381275,244.84018796059408,critical+1
2,1,GPE_NPS,50.392709159298136,1.9576307003730897,99.63596014257323,critical+1
2,1,GPE_NPZ,141.87134526856605,89.08623814088071,193.30173970506922,critical+1
2,2,GPE_MVRR,125.3723170874176,97.0224836953041,153.73054815700522,critical+2
2,2,GPE_NPS,9.571543441903964,-28.828227169421442,46.54558309360399,critical+2
2,2,GPE_NPZ,89.12936516297641,50.61868560629484,126.92267785313379,critical+2
3,0,GPE_MVRR,106.59433802986446,68.22802756375839,145.6453486660921,critical
3,0,GPE_NPS,172.86830091508472,127.06537264480338,218.01426823650067,critical
3,0,GPE_NPZ,154.94304932965596,114.33921876809717,195.09993469091947,critical
3,1,GPE_MVRR,219.90396351785267,176.34929468268288,264.05081346646637,critical+1
3,1,GPE_NPS,123.82584177956966,79.35202149156547,169.3508946240192,critical+1
3,1,GPE_NPZ,101.2364828577765,56.83144603601342,146.5330246421691,critical+1
3,2,GPE_MVRR,89.12670416447186,55.93011295088937,122.71212225632783,critical+2
3,2,GPE_NPS,0.8455578806298936,-33.23778677871996,35.148887173059784,critical+2
3,2,GPE_NPZ,19.917135985768038,-14.397717018330644,53.88406583779664,critical+2
4,0,GPE_MVRR,73.0383923567758,41.436276545911,105.11549860035804,critical
4,0,GPE_NPS,22.65800843364974,-18.911409336745354,63.127629891755014,critical
4,0,GPE_NPZ,160.93180997799047,111.99203196146573,214.76024038513444,critical
4,1,GPE_MVRR,281.25030767200343,244.07460656457798,319.3146874861849,critical+1
4,1,GPE_NPS,107.63942450533457,63.859739522743595,151.61465593525688,critical+1
4,1,GPE_NPZ,228.5610576796155,171.7167974234418,284.0788810298298,critical+1
4,2,GPE_MVRR,127.97895742038413,99.98362958718268,156.68118977996713,critical+2
4,2,GPE_NPS,27.765240940370557,-6.544844937453923,61.650823331347134,critical+2
4,2,GPE_NPZ,59.74774378765358,16.863262592922347,102.71558037556889,critical+2
5,0,GPE_MVRR,110.75302580963609,72.43566504610374,148.69771103165607,critical
5,0,GPE_NPS,100.71100522439264,62.542835360334486,139.16913010896812,critical
5,0,GPE_NPZ,151.37223548773326,107.2091507200373,193.10376278185336,critical
5,1,GPE_MVRR,210.384695195115,169.36360874951,253.07431718238402,critical+1
5,1,GPE_NPS,87.11768242044789,46.11100338722911,128.26868753935486,critical+1
5,1,GPE_NPZ,97.8020882643404,50.16519975586969,145.06830153559784,critical+1
5,2,GPE_MVRR,105.13660688777655,71.76062159205759,138.7246324091304,critical+2
5,2,GPE_NPS,27.089178485689054,-4.708694999204119,59.15198066320428,critical+2
5,2,GPE_NPZ,33.30071083013187,-4.10025378995437,70.46038394874444,critical+2
6,0,GPE_MVRR,14.189109242754164,-17.196212091664815,46.2426335779143,critical
6,0,GPE_NPS,9.61058629418093,-34.980531224888765,54.90402754408306,critical
6,0,GPE_NPZ,68.15791096023479,21.996829762059782,113.45184615721477,critical
6,1,GPE_MVRR,117.79265165297261,80.09687892414816,154.72279725036546,critical+1
6,1,GPE_NPS,-2.3614649605635294,-52.28298293953641,46.7080708992459,critical+1
6,1,GPE_NPZ,84.55052492027073,31.00868717602297,138.5175845803932,critical+1
6,2,GPE_MVRR,105.8831987630268,77.63349465242574,134.59709921001004,critical+2
6,2,GPE_NPS,-6.257563393481452,-45.270494833125426,31.100004675012368,critical+2
6,2,GPE_NPZ,101.36104986420222,59.47632668153786,144.80723063305427,critical+2
7,0,GPE_MVRR,54.12215101767483,22.4960132982474,85.55122724790287,critical
7,0,GPE_NPS,31.899804111114715,-14.13300382338602,77.90605239311192,critical
7,0,GPE_NPZ,113.02334373324106,66.67245890866303,158.1563688065535,critical
7,1,GPE_MVRR,200.93495154085178,165.26627423825937,237.33667643102203,critical+1
7,1,GPE_NPS,31.553834834274433,-17.948263146877835,80.88561876980795,critical+1
7,1,GPE_NPZ,148.89147904470715,95.62525394268629,202.2088408573007,critical+1
7,2,GPE_MVRR,86.86506767195802,57.935347877371925,115.4107717049815,critical+2
7,2,GPE_NPS,6.4535989609242375,-31.254515976016698,44.226605418638506,critical+2
7,2,GPE_NPZ,53.96765481735692,14.19174878781524,94.51071727408267,critical+2
8,0,GPE_MVRR,28.31872101153927,-8.276298410000557,64.3261027592566,critical
8,0,GPE_NPS,23.98813360166908,-12.742496842494127,61.24018698393638,critical
8,0,GPE_NPZ,113.70515776765242,70.95940194801742,158.72704117265258,critical
8,1,GPE_MVRR,179.95694166744633,137.50511804626774,221.75791733927872,critical+1
8,1,GPE_NPS,66.1872922257942,25.28277795914463,106.98041519875157,critical+1
8,1,GPE_NPZ,171.74535334300214,123.1325641753279,222.43191166468188,critical+1
8,2,GPE_MVRR,114.25884692236558,81.54366570095598,146.77895462158216,critical+2
8,2,GPE_NPS,11.30247250499137,-19.868058151995427,42.41884768689955,critical+2
8,2,GPE_NPZ,70.72657657964025,34.43108713420914,107.18054659356606,critical+2
9,0,GPE_MVRR,107.34540138728806,69.72510289940136,145.65266406919955,critical
9,0,GPE_NPS,30.577813767411175,-12.860734366530492,74.97834335396708,critical
9,0,GPE_NPZ,175.10442332163709,135.16845230531692,215.50367324645154,critical
9,1,GPE_MVRR,213.52054766986203,171.80545851066483,255.44589953792595,critical+1
9,1,GPE_NPS,57.88480571987095,13.185730025945462,102.31825386324302,critical+1
9,1,GPE_NPZ,158.63145720769353,114.5733185587522,202.73090917749005,critical+1
9,2,GPE_MVRR,73.579054322481,39.31489973885509,107.6809951172497,critical+2
9,2,GPE_NPS,20.809527822414694,-13.197304202943759,55.92906178512445,critical+2
9,2,GPE_NPZ,44.110740090919506,10.293349620996496,77.91546738613796,critical+2
10,0,GPE_MVRR,78.22589981464372,46.346817409231285,109.78940362047994,critical
10,0,GPE_NPS,66.91895317592285,28.265056523229386,105.86601569164677,critical
10,0,GPE_NPZ,149.07963157809843,101.95952796393647,197.04182535660544,critical
10,1,GPE_MVRR,243.00158313923617,206.90809723889615,280.568510737926,critical+1
10,1,GPE_NPS,90.12568449737356,48.786514458228936,130.91261507246682,critical+1
10,1,GPE_NPZ,219.40200952084646,163.4641125275361,276.52078005393804,critical+1
10,2,GPE_MVRR,73.57608087900206,44.43726003820648,102.36447249031991,critical+2
10,2,GPE_NPS,4.273697307008703,-27.660848205399617,37.15953965032269,critical+2
10,2,GPE_NPZ,40.81760173933101,-0.2655724456463562,83.91459849109394,critical+2
11,0,GPE_MVRR,40.59464492011313,4.5962604371331075,76.07073688301561,critical
11,0,GPE_NPS,28.220617625551537,-11.489002674363219,69.84551126064352,critical
11,0,GPE_NPZ,88.2190467518561,44.950398545313874,130.01193007430973,critical
11,1,GPE_MVRR,178.5365081238896,135.93952509749866,221.0015994853139,critical+1
11,1,GPE_NPS,20.32594738747225,-23.689175127306772,64.52814913037882,critical+1
11,1,GPE_NPZ,59.18466202299103,12.117872835540584,107.49378697439063,critical+1
11,2,GPE_MVRR,90.88241615121929,58.65079146244278,123.56333722470367,critical+2
11,2,GPE_NPS,-1.288101869989056,-34.707522742056625,31.90649940767488,critical+2
11,2,GPE_NPZ,53.995831106263545,18.24680555844667,89.73037995624786,critical+2
